,query_hash,query_type,bytes_scanned,result_size,write_volume,cpu_time,unique_db_instance,num_read_tables,intermediate_result_size,hour,read_tables,write_table,timestamp,scan_to_result_ratio,scan_to_i_result_ratio,repetition_coefficient,load,cache_result,cache_ir,write_delta,was_cached,cache_writes,cache_reads,execution,execution_trigger,triggered_by,network_speed,total_runtime,runtime,size
2c800f141d10828469c2dadd59def9c8,,select,490640,0.030447428035115204,0,0.008397116297353818,0,2,0.9134228410534563,2,"3A,2A",,2024-04-14 13:48:11,6.205655477563021e-08,1.8616966432689064e-06,0.0031023784901758012,0.01,True,True,False,False,0,0,incremental,triggered_by_write,c1ef93cdde551f8a3fa133ddf03fb263,1250000000.0,0.004591070903773125,0.004591070903773125,6851.0
e7a4920641dfd8dabd3cc8fa2e13c876,,select,490640,189.52776597664342,0,0.004705739582711503,0,1,3790.5553195328685,2,3A,,2024-04-14 13:48:11,0.00038628682124703127,0.007725736424940626,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,c1ef93cdde551f8a3fa133ddf03fb263,1250000000.0,0.002748565857824159,0.002748565857824159,15025353.0
586,8b617b8f53a533bacbbeefbdbf42d121,select,4361839852,2625.0,0,0.010894174866703576,0,1,52500.0,2,0A,,2024-04-14 13:48:42,6.018102656374189e-07,1.2036205312748378e-05,0.002068252326783868,0.04,True,True,False,False,1,0,normal,immediate,8b617b8f53a533bacbbeefbdbf42d121,17179869184.0,0.26093234372084884,0.26045262419803056,55125.0
45,1ab1404cd61c76351db9b3254c234aeb,insert,29158710804,0.0,455390,0.034684093835016264,0,1,0.0,2,1A,7A,2024-04-14 13:48:45,0.0,0.0,0.002068252326783868,0.45,False,False,False,False,0,1,normal,immediate,1ab1404cd61c76351db9b3254c234aeb,17179869184.0,1.7163688997780289,1.71568986639947,
89,f79e58869fed8bae5d423475e5c60e8f,insert,8279829119,0.0,422481,0.00981540117271224,0,2,0.0,2,"6A,1A",7A,2024-04-14 13:49:06,0.0,0.0,0.002068252326783868,0.29,False,False,False,False,0,1,normal,immediate,f79e58869fed8bae5d423475e5c60e8f,17179869184.0,0.4884556013139451,0.48868920703918767,
457,70979de9057e55f2fc7229aa231e06a2,insert,1468005517,0.0,291013,0.0035275677497694858,0,1,0.0,2,3A,7A,2024-04-14 13:49:27,0.0,0.0,0.0,0.18,False,False,False,False,0,1,normal,immediate,70979de9057e55f2fc7229aa231e06a2,17179869184.0,0.08873798807587283,0.08868379233484039,
852,78059bd6ded97810ac5bbebed4261875,insert,587360815,0.0,378845,0.01109897574372901,0,1,0.0,2,1A,7A,2024-04-14 13:49:37,0.0,0.0,0.0,0.23,False,False,False,False,0,1,normal,immediate,78059bd6ded97810ac5bbebed4261875,17179869184.0,0.041273318808583676,0.04078495467393966,
545,51ca82eff867ee4f99824c15770182b5,insert,1011541397,0.0,418908,0.006043790729885711,0,1,0.0,2,2A,7A,2024-04-14 13:49:38,0.0,0.0,0.001034126163391934,0.25,False,False,False,False,0,1,normal,immediate,51ca82eff867ee4f99824c15770182b5,17179869184.0,0.06320545370662506,0.06308814892101676,
708,d0871fd9145f05055a11fae43e607e96,insert,1809563575,0.0,760749,0.013565887227355052,0,1,0.0,2,1A,5A,2024-04-14 13:49:41,0.0,0.0,0.0,0.45,False,False,False,False,0,1,normal,immediate,d0871fd9145f05055a11fae43e607e96,17179869184.0,0.11396837331441999,0.11368840310385786,
30,f48154f2502e05faea5887dff0a5bdc6,insert,93232564,0.0,269414,0.0004729146335064264,0,2,0.0,2,"3A,9A",1A,2024-04-14 13:50:53,0.0,0.0,0.001034126163391934,0.15,False,False,False,False,1,1,normal,immediate,f48154f2502e05faea5887dff0a5bdc6,17179869184.0,0.00815074206615471,0.00825410677685217,
7c7483072ac8260be91fe3eebda0e4ab,,select,269414,1.6495893192140751,0,0.010625995408751612,0,1,32.9917863842815,2,1A,,2024-04-14 13:50:53,6.1228789862964625e-06,0.00012245757972592923,0.002068252326783868,0.02,True,True,False,False,0,0,incremental,triggered_by_write,f48154f2502e05faea5887dff0a5bdc6,1250000000.0,0.005528556617476368,0.005528556617476368,201012.0
947,b5582f4ff371e5c1ff8b3c3e68199479,insert,27277223105,0.0,1011142,0.030294327892130598,0,2,0.0,2,"0A,6A",5A,2024-04-14 13:50:57,0.0,0.0,0.001034126163391934,0.75,False,False,False,False,0,1,normal,immediate,b5582f4ff371e5c1ff8b3c3e68199479,17179869184.0,1.6043415350604089,1.6046868681020816,
625,b231578e31971ceb974bb321bd219db8,insert,6183945729,0.0,209810,0.010510006593934801,0,1,0.0,2,2A,7A,2024-04-14 13:51:00,0.0,0.0,0.001034126163391934,0.16,False,False,False,False,0,1,normal,immediate,b231578e31971ceb974bb321bd219db8,17179869184.0,0.36708295763947113,0.3664249297672833,
277,2035b4955ef39a48ea61415bd34f5e6a,insert,3912628788,0.0,57443,0.008790013312386878,0,1,0.0,2,8A,7A,2024-04-14 13:53:38,0.0,0.0,0.001034126163391934,0.06,False,False,False,False,0,1,normal,immediate,2035b4955ef39a48ea61415bd34f5e6a,17179869184.0,0.23411515797022267,0.23366884212170877,
894,de6498835d44978324ad454dc41c6b75,insert,2823272846,0.0,155855,0.006032519374391734,0,2,0.0,2,"3A,0A",5A,2024-04-14 13:58:39,0.0,0.0,0.002068252326783868,0.11,False,False,False,False,0,1,normal,immediate,de6498835d44978324ad454dc41c6b75,17179869184.0,0.1691665508038274,0.16885919300319127,
945,1ab1404cd61c76351db9b3254c234aeb,insert,29158861419,0.0,455390,0.034684093835016264,0,1,0.0,2,4A,7A,2024-04-14 13:59:06,0.0,0.0,0.002068252326783868,0.45,False,False,False,False,0,1,normal,immediate,1ab1404cd61c76351db9b3254c234aeb,17179869184.0,1.716221266838876,1.7165448762295055,
403,7ff0b4d8d54d16ded671863c2e3802a7,insert,1065026878,0.0,366040,0.005497557603567003,0,1,0.0,2,3A,7A,2024-04-14 14:00:00,0.0,0.0,0.0,0.22,False,False,False,False,0,1,normal,immediate,7ff0b4d8d54d16ded671863c2e3802a7,17179869184.0,0.06585194187652992,0.0665074714610428,
962,e9774b2df6c61f2f34753d2d05fd3f13,insert,24025491946,0.0,302233,0.03130766234359374,0,1,0.0,2,9A,4A,2024-04-14 14:02:01,0.0,0.0,0.001034126163391934,0.34,False,False,False,False,1,1,normal,immediate,e9774b2df6c61f2f34753d2d05fd3f13,17179869184.0,1.4172240176159023,1.4177108492367902,
6f45052814dd4fd00798d27103a46156,,select,302233,22.026634594679987,0,0.008322238434354035,0,1,440.5326918935997,2,4A,,2024-04-14 14:02:01,7.287964780378048e-05,0.0014575929560756095,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,e9774b2df6c61f2f34753d2d05fd3f13,1250000000.0,0.004403275664638208,0.004403275664638208,1849995.0
bdc83d416235a709c3865757e1a9a1b8,,select,302233,0.021388198992245547,0,0.03369168495395791,0,2,0.6416459697673663,2,"4A,9A",,2024-04-14 14:02:01,7.076725239217937e-08,2.123017571765381e-06,0.0031023784901758012,0.05,True,True,False,False,0,0,incremental,triggered_by_write,e9774b2df6c61f2f34753d2d05fd3f13,1250000000.0,0.01708762940740629,0.01708762940740629,61194.0
156,37fc5484db9eaf63275b28470072aab6,insert,4479565524,0.0,440246,0.006420719227096441,0,1,0.0,2,0A,5A,2024-04-14 14:02:11,0.0,0.0,0.001034126163391934,0.28,False,False,False,False,0,1,normal,immediate,37fc5484db9eaf63275b28470072aab6,17179869184.0,0.26512634628273063,0.26588214518072406,
372,777ca002621052e5e3642fe691ddb09d,insert,12010621044,0.0,331916,0.016973070868864723,0,1,0.0,2,2A,7A,2024-04-14 14:04:34,0.0,0.0,0.001034126163391934,0.27,False,False,False,False,0,1,normal,immediate,777ca002621052e5e3642fe691ddb09d,17179869184.0,0.7094846327486204,0.7088250895401799,
921,04da402e103bfec2f642be25e5eaf29c,insert,366947896,0.0,133566,0.004095052220982773,0,1,0.0,2,6A,5A,2024-04-14 14:04:50,0.0,0.0,0.0,0.08,False,False,False,False,0,1,normal,immediate,04da402e103bfec2f642be25e5eaf29c,17179869184.0,0.025234263088425704,0.02487230241108289,
927,4db13ea0d0124abb630c4d15d35c935c,insert,587162339,0.0,310264,0.001972849674376062,0,3,0.0,2,"0A,3A,7A",5A,2024-04-14 14:06:08,0.0,0.0,0.001034126163391934,0.18,False,False,False,False,0,1,normal,immediate,4db13ea0d0124abb630c4d15d35c935c,17179869184.0,0.03701846999869361,0.037016883726538254,
615,39eda185265e36dfb016493be1b921b8,insert,1995178056,0.0,488835,0.008604509898799177,0,1,0.0,2,4A,7A,2024-04-14 14:06:41,0.0,0.0,0.002068252326783868,0.3,False,False,False,False,0,1,normal,immediate,39eda185265e36dfb016493be1b921b8,17179869184.0,0.12157154828173325,0.12152090659735001,
666,dc16417ab87b2a0777293d4fbc06ed9c,select,28416567201,3207.0,0,0.029550380368496845,0,2,96230.0,2,"5A,1A",,2024-04-14 14:06:41,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.19,True,True,False,False,1,0,normal,immediate,dc16417ab87b2a0777293d4fbc06ed9c,17179869184.0,1.6705449208284797,1.6704114188954529,99437.0
4,7ace919ef719ae7a3764e9f2ffed20dc,select,4592586669,1570.0,0,0.012296269670253419,0,1,31400.0,2,6A,,2024-04-14 14:06:44,3.4185527963957954e-07,6.8371055927915905e-06,0.0031023784901758012,0.04,True,True,False,False,1,0,normal,immediate,7ace919ef719ae7a3764e9f2ffed20dc,17179869184.0,0.2753895965177096,0.2748377674960048,32970.0
376,3be52c5a9d9f9101dafd4cc6d2b28a6f,insert,89149339,0.0,495725,0.003788485874914642,0,1,0.0,2,8A,5A,2024-04-14 14:07:34,0.0,0.0,0.001034126163391934,0.28,False,False,False,False,1,1,normal,immediate,3be52c5a9d9f9101dafd4cc6d2b28a6f,17179869184.0,0.010729197868230952,0.010881002945700316,
dc16417ab87b2a0777293d4fbc06ed9c,,select,495725,0.05596427195143366,0,0.029550380368496845,0,2,1.6789281585430098,2,"5A,1A",,2024-04-14 14:07:34,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,3be52c5a9d9f9101dafd4cc6d2b28a6f,1250000000.0,0.015171771572162368,0.015171771572162368,99437.0
204,b77d66a628901fed538714d17c17e973,insert,11142569591,0.0,700061,0.0233776769220714,0,1,0.0,2,8A,5A,2024-04-14 14:08:32,0.0,0.0,0.001034126163391934,0.48,False,False,False,False,1,1,normal,immediate,b77d66a628901fed538714d17c17e973,17179869184.0,0.6631477032344311,0.6642367692540274,
dc16417ab87b2a0777293d4fbc06ed9c,,select,700061,0.07903253656077987,0,0.029550380368496845,0,2,2.370976096823396,2,"5A,1A",,2024-04-14 14:08:32,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,b77d66a628901fed538714d17c17e973,1250000000.0,0.01533524094425533,0.01533524094425533,99437.0
350,0b7d9391c78aaf36cffcee702c9f69d2,insert,435196606,0.0,803046,0.014766815565194923,0,1,0.0,2,6A,3A,2024-04-14 14:10:02,0.0,0.0,0.0,0.47,False,False,False,False,1,1,normal,immediate,0b7d9391c78aaf36cffcee702c9f69d2,17179869184.0,0.03565154470861552,0.034785702975472996,
2c800f141d10828469c2dadd59def9c8,,select,803046,0.04983426808635073,0,0.008397116297353818,0,2,1.4950280425905222,2,"3A,2A",,2024-04-14 14:10:02,6.205655477563021e-08,1.8616966432689064e-06,0.0031023784901758012,0.01,True,True,False,False,0,0,incremental,triggered_by_write,0b7d9391c78aaf36cffcee702c9f69d2,1250000000.0,0.004840996184566758,0.004840996184566758,6851.0
e7a4920641dfd8dabd3cc8fa2e13c876,,select,803046,310.20608665514345,0,0.004705739582711503,0,1,6204.121733102869,2,3A,,2024-04-14 14:10:02,0.00038628682124703127,0.007725736424940626,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,0b7d9391c78aaf36cffcee702c9f69d2,1250000000.0,0.0030005180536115577,0.0030005180536115577,15025353.0
106,ba878520eae66aa696d716271093d3e2,insert,22488236480,0.0,387240,0.030461487814502922,0,1,0.0,2,1A,5A,2024-04-14 14:10:26,0.0,0.0,0.0,0.37,False,False,False,False,1,1,normal,immediate,ba878520eae66aa696d716271093d3e2,17179869184.0,1.3265754382183754,1.3270460474756667,
dc16417ab87b2a0777293d4fbc06ed9c,,select,387240,0.043716989602043815,0,0.029550380368496845,0,2,1.3115096880613144,2,"5A,1A",,2024-04-14 14:10:26,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,ba878520eae66aa696d716271093d3e2,1250000000.0,0.015084983268429764,0.015084983268429764,99437.0
616,01c912580a3a0b008a2972c41025d95d,insert,2215781576,0.0,1316325,0.0072736211245430496,0,1,0.0,2,8A,7A,2024-04-14 14:10:30,0.0,0.0,0.002068252326783868,0.76,False,False,False,False,0,1,normal,immediate,01c912580a3a0b008a2972c41025d95d,17179869184.0,0.13381227636310294,0.13418894427148637,
676,a15b5b56c04e117e3a0073275a60404e,insert,113448599694,0.0,272698,0.11576738020672153,0,1,0.0,2,6A,5A,2024-04-14 14:10:31,0.0,0.0,0.001034126163391934,0.89,False,False,False,False,1,1,normal,immediate,a15b5b56c04e117e3a0073275a60404e,17179869184.0,6.665123122982729,6.665424409102174,
dc16417ab87b2a0777293d4fbc06ed9c,,select,272698,0.030785909592237745,0,0.029550380368496845,0,2,0.9235772877671324,2,"5A,1A",,2024-04-14 14:10:31,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,a15b5b56c04e117e3a0073275a60404e,1250000000.0,0.01499334934773898,0.01499334934773898,99437.0
353,646f00ddee902c63ea0d4466abfa9e99,insert,63234966105,0.0,550255,0.0657562103411261,0,1,0.0,2,8A,5A,2024-04-14 14:10:58,0.0,0.0,0.0031023784901758012,0.72,False,False,False,False,1,1,normal,immediate,646f00ddee902c63ea0d4466abfa9e99,17179869184.0,3.7175683140575164,3.7172631235549747,
dc16417ab87b2a0777293d4fbc06ed9c,,select,550255,0.0621203700895378,0,0.029550380368496845,0,2,1.8636111026861342,2,"5A,1A",,2024-04-14 14:10:58,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,646f00ddee902c63ea0d4466abfa9e99,1250000000.0,0.0152153957248336,0.0152153957248336,99437.0
244,79d55fa8f21480ee5a96b19d8a1a93b6,select,1077479359,6387.0,0,0.005904816978742273,0,1,127772.0,3,4A,,2024-04-14 14:14:49,5.929287658918175e-06,0.0001185857531783635,0.001034126163391934,0.01,True,True,False,False,1,0,normal,immediate,79d55fa8f21480ee5a96b19d8a1a93b6,17179869184.0,0.06763424342188404,0.06706660665123171,134159.0
7,7a9106a821d1bdbcef11f0f53ee2b0e6,select,2182856516,46240.0,0,0.004074211653459047,0,1,924813.0,3,3A,,2024-04-14 14:20:22,2.118358052916385e-05,0.00042367161058327706,0.0,0.02,False,False,False,False,0,0,normal,immediate,7a9106a821d1bdbcef11f0f53ee2b0e6,17179869184.0,0.12909607773281037,0.12909607773281037,971053.0
651,cd48e41daec7f6506239e0bf7e48069e,select,1201379030,39703.0,0,0.002547468765669022,0,1,794079.0,3,3A,,2024-04-14 14:20:59,3.304872218515447e-05,0.0006609744437030895,0.002068252326783868,0.01,True,True,False,False,1,0,normal,immediate,cd48e41daec7f6506239e0bf7e48069e,17179869184.0,0.07330528595201202,0.0728738463047636,833782.0
404,697c2ccd865060f74f41cbe6bb3fda81,select,1170026882,479.0,0,0.004479342864557969,0,1,9582.0,3,1A,,2024-04-14 14:30:09,4.0948659282250464e-07,8.189731856450092e-06,0.0031023784901758012,0.01,True,True,False,False,1,0,normal,immediate,697c2ccd865060f74f41cbe6bb3fda81,17179869184.0,0.07155927996746772,0.07174150202487169,10061.0
51,8798fac4ef176787a49bf98691622e5f,select,2577973090,4832.0,0,0.007523824474202982,0,1,96653.0,3,2A,,2024-04-14 14:31:36,1.8745969274579352e-06,3.7491938549158704e-05,0.001034126163391934,0.02,True,True,False,False,1,0,normal,immediate,8798fac4ef176787a49bf98691622e5f,17179869184.0,0.1551016129340198,0.15537976972305004,101485.0
417,04e0e372c5fe04e79d3f5a68009bc971,select,5219079049,12917.0,0,0.005948571244216583,0,1,258361.0,3,4A,,2024-04-14 14:42:44,2.4751724884079317e-06,4.950344976815863e-05,0.001034126163391934,0.04,True,True,False,False,1,0,normal,immediate,04e0e372c5fe04e79d3f5a68009bc971,17179869184.0,0.3088877838711657,0.30897741879657464,271278.0
15,15066901cc2d23a1a34a7997a7b58569,select,2227338072,13152.0,0,0.011443054426254746,0,1,263040.0,3,0A,,2024-04-14 14:48:19,5.904806353976784e-06,0.00011809612707953569,0.0,0.03,False,False,False,False,0,0,normal,immediate,15066901cc2d23a1a34a7997a7b58569,17179869184.0,0.13536966644775963,0.13536966644775963,276192.0
711,a38d8cc677f985c99c4f394052c8ef76,select,2623006873,14663.0,0,0.0036812410702265546,0,1,293289.0,3,4A,,2024-04-14 14:48:22,5.5907332547706046e-06,0.00011181466509541209,0.001034126163391934,0.02,True,True,False,False,1,0,normal,immediate,a38d8cc677f985c99c4f394052c8ef76,17179869184.0,0.15651297298309574,0.15651058816285238,307952.0
764,6011c5d9970a9df73619b7f43a52c63f,select,5103698145,41373.0,0,0.005689509943010442,0,1,827460.0,3,0A,,2024-04-14 14:51:19,8.10647472177256e-06,0.00016212949443545116,0.002068252326783868,0.03,True,True,False,False,1,0,normal,immediate,6011c5d9970a9df73619b7f43a52c63f,17179869184.0,0.3021800160858694,0.30202658380382064,868833.0
812,48d7d15da8c87aeac9ff7a3a560fe193,select,7226182338,2343.0,0,0.009887561821525233,0,2,70306.0,3,"2A,4A",,2024-04-14 14:57:40,3.243216178319723e-07,9.72964853495917e-06,0.001034126163391934,0.05,True,True,False,False,1,0,normal,immediate,48d7d15da8c87aeac9ff7a3a560fe193,17179869184.0,0.4274820533627851,0.4272712599175405,72649.0
47,3599077bb1b6c644e2c9c48848ad6273,select,2747986115,130203.0,0,0.0037093471472155626,0,1,2604060.0,3,8A,,2024-04-14 14:58:59,4.7381243773133115e-05,0.0009476248754626622,0.002068252326783868,0.02,True,True,False,False,1,0,normal,immediate,3599077bb1b6c644e2c9c48848ad6273,17179869184.0,0.16554165151942082,0.16552971837847635,2734263.0
63,9f291b2c79edbb4b55ea8a04c76e4769,insert,8686970098,0.0,459300,0.011901212230846017,0,1,0.0,3,1A,0A,2024-04-14 15:03:35,0.0,0.0,0.0,0.32,False,False,False,False,1,1,normal,immediate,9f291b2c79edbb4b55ea8a04c76e4769,17179869184.0,0.5144505562325256,0.5146830261276678,
8a2f20e7f227c23f95c4597249ae81d4,,select,459300,0.6790118399877061,0,0.012977209061408222,0,1,13.58023679975412,3,0A,,2024-04-14 15:03:35,1.4783623775042587e-06,2.9567247550085174e-05,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,9f291b2c79edbb4b55ea8a04c76e4769,1250000000.0,0.006856055938103023,0.006856055938103023,29673.0
943192c106b81d175d8a9480280b717d,,select,459300,0.11226472572910895,0,0.016156768601880367,0,1,2.245294514582179,3,0A,,2024-04-14 15:03:35,2.444257037428891e-07,4.888514074857782e-06,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,9f291b2c79edbb4b55ea8a04c76e4769,1250000000.0,0.008445826186987576,0.008445826186987576,55335.0
210106903c7675f75ac1aa3ec4dbcccb,,select,459300,0.03958870122693562,0,0.006010814511076841,0,2,1.1876610368080687,3,"9A,0A",,2024-04-14 15:03:35,8.619355808172353e-08,2.585806742451706e-06,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,9f291b2c79edbb4b55ea8a04c76e4769,1250000000.0,0.003372848237338211,0.003372848237338211,8184.0
8b617b8f53a533bacbbeefbdbf42d121,,select,459300,0.2764114550072665,0,0.010894174866703576,0,1,5.52822910014533,3,0A,,2024-04-14 15:03:35,6.018102656374189e-07,1.2036205312748378e-05,0.002068252326783868,0.02,True,True,False,False,0,0,incremental,triggered_by_write,9f291b2c79edbb4b55ea8a04c76e4769,1250000000.0,0.0058145320770642325,0.0058145320770642325,55125.0
6011c5d9970a9df73619b7f43a52c63f,,select,459300,3.7233038397101366,0,0.005689509943010442,0,1,74.46607679420272,3,0A,,2024-04-14 15:03:35,8.10647472177256e-06,0.00016212949443545116,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,9f291b2c79edbb4b55ea8a04c76e4769,1250000000.0,0.0032122575230097285,0.0032122575230097285,868833.0
653,2839e2f0a7b44a068acf75efc269b7f3,insert,1373562353,0.0,179448,0.014129284551912024,0,2,0.0,3,"6A,2A",7A,2024-04-14 15:04:10,0.0,0.0,0.0031023784901758012,0.13,False,False,False,False,0,1,normal,immediate,2839e2f0a7b44a068acf75efc269b7f3,17179869184.0,0.08902385132596588,0.08893387316841951,
67,f79e58869fed8bae5d423475e5c60e8f,insert,8280313753,0.0,422481,0.00981540117271224,0,2,0.0,3,"8A,9A",5A,2024-04-14 15:05:53,0.0,0.0,0.002068252326783868,0.29,False,False,False,False,1,1,normal,immediate,f79e58869fed8bae5d423475e5c60e8f,17179869184.0,0.490471626461239,0.48976871078185574,
dc16417ab87b2a0777293d4fbc06ed9c,,select,422481,0.04769547950640707,0,0.029550380368496845,0,2,1.430864385192212,3,"5A,1A",,2024-04-14 15:05:53,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,f79e58869fed8bae5d423475e5c60e8f,1250000000.0,0.015113176167096315,0.015113176167096315,99437.0
734,639648a6192f7e696378cbe7071a3e99,select,12749838665,31278.0,0,0.014399412353232735,0,1,625573.0,3,1A,,2024-04-14 15:06:45,2.4532593520794235e-06,4.906518704158847e-05,0.001034126163391934,0.09,True,True,False,False,1,0,normal,immediate,639648a6192f7e696378cbe7071a3e99,17179869184.0,0.7516158267028185,0.7516484396410709,656851.0
352,3599077bb1b6c644e2c9c48848ad6273,select,0,130215.0,0,0.0,0,1,2604315.0,4,1A,,2024-04-14 15:14:48,4.7381243773133115e-05,0.0009476248754626622,0.002068252326783868,0.0,False,False,False,True,0,1,incremental,immediate,3599077bb1b6c644e2c9c48848ad6273,1250000000.0,0.0012729712870267512,0.0020827663605474892,
960,1c8cf02beb03a252360c69c3f3a1b204,insert,46927848932,0.0,325548,0.05252045614312067,0,1,0.0,4,2A,7A,2024-04-14 15:15:06,0.0,0.0,0.001034126163391934,0.5,False,False,False,False,0,1,normal,immediate,1c8cf02beb03a252360c69c3f3a1b204,17179869184.0,2.7592302215692897,2.7590572929246755,
398,dbb20e966a38880fcc1d3c9cc774937f,select,19635449112,8552.0,0,0.02561383011956526,0,2,256707.0,4,"9A,5A",,2024-04-14 15:15:40,4.3581354800400354e-07,1.3074406440120106e-05,0.0,0.14,False,False,False,False,0,0,normal,immediate,dbb20e966a38880fcc1d3c9cc774937f,17179869184.0,1.1557404788547234,1.1557404788547234,265259.0
655,19ec2131c41be89c071fbfe58a5e1cad,select,7404801347,5553.0,0,0.011752004126324034,0,1,111082.0,4,3A,,2024-04-14 15:15:41,7.50075280448467e-07,1.500150560896934e-05,0.001034126163391934,0.05,True,True,False,False,1,0,normal,immediate,19ec2131c41be89c071fbfe58a5e1cad,17179869184.0,0.43895380437283166,0.4387171326191112,116635.0
659,1210ff7bd9868a36084b7b959133ec2f,select,4339250847,26820.0,0,0.010508470144672741,0,1,536413.0,4,1A,,2024-04-14 15:15:43,6.180943710896954e-06,0.00012361887421793907,0.001034126163391934,0.04,True,True,False,False,1,0,normal,immediate,1210ff7bd9868a36084b7b959133ec2f,17179869184.0,0.2600204701965378,0.25947774556339614,563233.0
859,6f548a390e487af7720fee4d4b771d7d,select,0,103979.0,0,0.0,0,1,2079594.0,4,1A,,2024-04-14 15:16:56,0.00011037850295417152,0.0022075700590834307,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,6f548a390e487af7720fee4d4b771d7d,1250000000.0,0.0014363228124837071,0.0015178295286728252,
645,e7e05d4079d13c96f8e0aa7925c29ee3,select,140468141,1279498.0,0,0.003202538128193037,0,1,25589960.0,4,1A,,2024-04-14 15:17:29,0.009108813092147406,0.1821762618429481,0.001034126163391934,0.02,True,True,False,False,1,0,normal,immediate,e7e05d4079d13c96f8e0aa7925c29ee3,17179869184.0,0.032907419783588285,0.03252905440937508,26869458.0
365,67207178615965956ecb2e824e7d64da,select,291075391,10674.0,0,0.0022483693510550397,0,2,320237.0,4,"4A,6A",,2024-04-14 15:19:59,3.66729982126679e-05,0.001100189946380037,0.0031023784901758012,0.0,True,True,False,False,1,0,normal,immediate,67207178615965956ecb2e824e7d64da,17179869184.0,0.019781590482564834,0.019976267708310125,330911.0
916,8a2f20e7f227c23f95c4597249ae81d4,select,0,1413.0,0,0.0,0,1,28273.0,4,9A,,2024-04-14 15:20:00,1.4783623775042587e-06,2.9567247550085174e-05,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,8a2f20e7f227c23f95c4597249ae81d4,1250000000.0,0.0014160536699641118,0.0011112491579584102,
802,85814a7f9ceef5b2a1eb4309b8e82390,select,1461692202,122.0,0,0.0025246823148317036,0,1,2440.0,4,1A,,2024-04-14 15:20:47,8.3480291262572e-08,1.6696058252514397e-06,0.002068252326783868,0.01,True,True,False,False,1,0,normal,immediate,85814a7f9ceef5b2a1eb4309b8e82390,17179869184.0,0.08757992569264869,0.08800647220579888,2562.0
